Global Size: 24708 byte                                                                                          Version 1.01 (Aug  6, 2014)
Object Version: 1
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| OFS   | bit | parameter             | parameter                                  | data(hex)    | value              |TYP|SOC|SUB|PID|IDX|
| 23437 |     | KARMA Category 12     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23438 |     | KARMA Category 12     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23439 |     | KARMA Category 12     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23440 |     | KARMA Category 12     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23441 |     | KARMA Category 12     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23442 |     | KARMA Category 12     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23443 |     | KARMA Category 12     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23444 |     | KARMA Category 12     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23445 |     | KARMA Category 12     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23446 |     | KARMA Category 12     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23447 |     | KARMA Category 12     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| 23448 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23449 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23450 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23451 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23452 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23453 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23454 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23455 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23456 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23457 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23458 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23459 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23460 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23461 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23462 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23463 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23464 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23465 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23466 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23467 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23468 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23469 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23470 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23471 |     | KARMA Category 12     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| 23472 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23473 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23474 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23475 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23476 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23477 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23478 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23479 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23480 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23481 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23482 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23483 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23484 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23485 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23486 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23487 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23488 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23489 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23490 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23491 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23492 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23493 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23494 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23495 |     | KARMA Category 12     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| 23496 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23497 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23498 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23499 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23500 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23501 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23502 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23503 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23504 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23505 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23506 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23507 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23508 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23509 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23510 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23511 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23512 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23513 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23514 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23515 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23516 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23517 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23518 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23519 |     | KARMA Category 12     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| 23520 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23521 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23522 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23523 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23524 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23525 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23526 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23527 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23528 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23529 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23530 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23531 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23532 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23533 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23534 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23535 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23536 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23537 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23538 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23539 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23540 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23541 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23542 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23543 |     | KARMA Category 12     | (Sub 04) Name                              | 20~7F        |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| 23544 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23545 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23546 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23547 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23548 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23549 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23550 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23551 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23552 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23553 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23554 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23555 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23556 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23557 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23558 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23559 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23560 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23561 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23562 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23563 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23564 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23565 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23566 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23567 |     | KARMA Category 12     | (Sub 05) Name                              | 20~7F        |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| 23568 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23569 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23570 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23571 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23572 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23573 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23574 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23575 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23576 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23577 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23578 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23579 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23580 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23581 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23582 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23583 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23584 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23585 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23586 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23587 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23588 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23589 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23590 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23591 |     | KARMA Category 12     | (Sub 06) Name                              | 20~7F        |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| 23592 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23593 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23594 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23595 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23596 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23597 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23598 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23599 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23600 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23601 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23602 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23603 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23604 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23605 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23606 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23607 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23608 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23609 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23610 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23611 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23612 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23613 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23614 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23615 |     | KARMA Category 12     | (Sub 07) Name                              | 20~7F        |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| 23616 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23617 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23618 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23619 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23620 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23621 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23622 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23623 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23624 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23625 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23626 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23627 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23628 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23629 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23630 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23631 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23632 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23633 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23634 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23635 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23636 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23637 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23638 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23639 |     | KARMA Category 13     | (Sub 00) Name                              | 20~7F        |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| 23640 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23641 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23642 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23643 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23644 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23645 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23646 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23647 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23648 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23649 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23650 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23651 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23652 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23653 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23654 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23655 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23656 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23657 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23658 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23659 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23660 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23661 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23662 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23663 |     | KARMA Category 13     | (Sub 01) Name                              | 20~7F        |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| 23664 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23665 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23666 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23667 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23668 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23669 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23670 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23671 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23672 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23673 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23674 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23675 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23676 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23677 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23678 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23679 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23680 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23681 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23682 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23683 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23684 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23685 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23686 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23687 |     | KARMA Category 13     | (Sub 02) Name                              | 20~7F        |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| 23688 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23689 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23690 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23691 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23692 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23693 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23694 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23695 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23696 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23697 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23698 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23699 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23700 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
| 23701 |     | KARMA Category 13     | (Sub 03) Name                              | 20~7F        |                    |   |   |   |   |   |
