Song Control Size: 5264 byte
Object Version: 0
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| OFS   | bit | parameter             | parameter                                  | data(hex)    | value              |TYP|SOC|SUB|PID|IDX|
|  3355 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3356 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3357 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3358 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3359 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3360 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3361 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3362 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3363 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3364 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3365 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3366 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3367 |     | Pattern 56            | Name                                       |              |                    |   |   |   |   |   |
|  3368 |     | Pattern 56            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  3369 |     | Pattern 56            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  3370 |     | Pattern 56            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3371 |     | Pattern 56            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3372 |     | Pattern 56            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  3373 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3374 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3375 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  3376 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3377 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3378 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3379 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3380 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3381 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3382 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3383 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3384 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3385 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3386 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3387 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3388 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3389 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3390 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3391 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3392 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3393 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3394 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3395 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3396 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3397 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3398 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3399 |     | Pattern 57            | Name                                       |              |                    |   |   |   |   |   |
|  3400 |     | Pattern 57            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  3401 |     | Pattern 57            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  3402 |     | Pattern 57            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3403 |     | Pattern 57            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3404 |     | Pattern 57            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  3405 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3406 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3407 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  3408 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3409 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3410 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3411 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3412 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3413 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3414 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3415 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3416 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3417 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3418 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3419 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3420 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3421 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3422 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3423 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3424 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3425 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3426 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3427 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3428 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3429 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3430 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3431 |     | Pattern 58            | Name                                       |              |                    |   |   |   |   |   |
|  3432 |     | Pattern 58            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  3433 |     | Pattern 58            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  3434 |     | Pattern 58            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3435 |     | Pattern 58            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3436 |     | Pattern 58            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  3437 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3438 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3439 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  3440 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3441 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3442 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3443 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3444 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3445 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3446 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3447 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3448 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3449 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3450 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3451 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3452 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3453 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3454 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3455 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3456 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3457 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3458 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3459 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3460 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3461 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3462 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3463 |     | Pattern 59            | Name                                       |              |                    |   |   |   |   |   |
|  3464 |     | Pattern 59            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  3465 |     | Pattern 59            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  3466 |     | Pattern 59            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3467 |     | Pattern 59            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3468 |     | Pattern 59            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  3469 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3470 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3471 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  3472 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3473 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3474 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3475 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3476 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3477 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3478 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3479 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3480 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3481 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3482 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3483 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3484 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3485 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3486 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3487 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3488 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3489 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3490 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3491 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3492 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3493 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3494 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3495 |     | Pattern 60            | Name                                       |              |                    |   |   |   |   |   |
|  3496 |     | Pattern 60            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  3497 |     | Pattern 60            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  3498 |     | Pattern 60            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3499 |     | Pattern 60            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3500 |     | Pattern 60            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  3501 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3502 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3503 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  3504 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3505 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3506 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3507 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3508 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3509 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3510 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3511 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3512 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3513 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3514 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3515 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3516 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3517 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3518 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3519 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3520 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3521 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3522 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3523 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3524 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3525 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3526 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3527 |     | Pattern 61            | Name                                       |              |                    |   |   |   |   |   |
|  3528 |     | Pattern 61            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  3529 |     | Pattern 61            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  3530 |     | Pattern 61            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3531 |     | Pattern 61            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3532 |     | Pattern 61            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  3533 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3534 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3535 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  3536 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3537 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3538 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3539 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3540 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3541 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3542 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3543 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3544 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3545 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3546 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3547 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3548 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3549 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3550 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3551 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3552 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3553 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3554 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3555 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3556 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3557 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3558 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3559 |     | Pattern 62            | Name                                       |              |                    |   |   |   |   |   |
|  3560 |     | Pattern 62            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  3561 |     | Pattern 62            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  3562 |     | Pattern 62            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3563 |     | Pattern 62            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3564 |     | Pattern 62            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  3565 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3566 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3567 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  3568 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3569 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3570 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3571 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3572 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3573 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3574 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3575 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3576 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3577 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3578 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3579 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3580 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3581 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3582 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3583 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3584 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3585 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3586 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3587 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3588 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3589 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3590 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3591 |     | Pattern 63            | Name                                       |              |                    |   |   |   |   |   |
|  3592 |     | Pattern 63            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  3593 |     | Pattern 63            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  3594 |     | Pattern 63            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3595 |     | Pattern 63            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3596 |     | Pattern 63            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  3597 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3598 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3599 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  3600 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3601 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3602 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3603 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3604 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3605 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3606 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3607 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3608 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3609 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3610 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3611 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3612 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3613 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3614 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3615 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3616 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3617 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3618 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3619 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3620 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3621 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3622 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3623 |     | Pattern 64            | Name                                       |              |                    |   |   |   |   |   |
|  3624 |     | Pattern 64            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  3625 |     | Pattern 64            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  3626 |     | Pattern 64            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3627 |     | Pattern 64            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3628 |     | Pattern 64            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  3629 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3630 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3631 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  3632 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3633 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3634 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3635 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3636 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3637 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3638 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3639 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3640 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3641 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3642 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3643 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3644 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3645 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3646 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3647 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3648 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3649 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3650 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3651 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3652 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3653 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3654 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3655 |     | Pattern 65            | Name                                       |              |                    |   |   |   |   |   |
|  3656 |     | Pattern 65            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  3657 |     | Pattern 65            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  3658 |     | Pattern 65            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3659 |     | Pattern 65            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  3660 |     | Pattern 65            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  3661 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3662 |     |                       |                                            |              |                    |   |   |   |   |   |
|  3663 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  3664 |     | Pattern 66            | Name                                       |              |                    |   |   |   |   |   |
